# Program:featureCounts v2.0.1; Command:"/u/home/s/samdemar/tools/Subread/subread-2.0.1-source/bin/featureCounts" "-F" "GFF" "-a" "/u/home/s/samdemar/refrencegenomes/AnnotationFiles/Saccharomyces_cerevisiae.R64-1-1.104.gtf" "-o" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/Counts/counts.txt" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam" "/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam" 
Geneid	Chr	Start	End	Strand	Length	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/RRP6_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_1YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_2YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/UPF1_3YP_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_1YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_2YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/U_R_3YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_1_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_2_YPD_1.fq.gz.bam	/u/home/s/samdemar/project-guillom/upf1_rrp6/4_REMOVE_PCR/WT_3_YPD_1.fq.gz.bam
YIL022W	IX	311165	312460	+	1296	10636	10275	8781	9616	9569	10355	9910	8063	7756	9523	11427	10107
YIL030C	IX	296050	300009	-	3960	16786	16704	15653	15908	17555	17812	19759	15115	16989	16156	16923	14356
YIL140W	IX	85366	87837	+	2472	4171	4100	3766	4674	4643	5166	4979	3758	3812	4877	4786	4525
YIL031W	IX	292633	295737	+	3105	3514	3368	2970	4136	4066	4335	4172	3214	2952	3820	3609	3254
YIL014W	IX	326103	327995	+	1893	6410	6166	5512	5830	5738	6134	7910	5913	6094	4971	5078	4573
YIL137C	IX	89948	92788	-	2841	10378	10245	9046	10583	10319	11079	11604	8963	9643	10040	10003	9401
YIR037W	IX	423128	423619	+	492	7991	8826	7980	8362	7140	7887	9118	7793	8230	6788	7066	8131
YIL127C	IX	117024	117644	-	621	3881	3489	3712	3829	3862	4442	3284	2851	2804	4791	5627	3192
YIL143C	IX	80510	83041	-	2532	7863	8036	7217	7037	6966	7362	9138	7490	7716	6886	7199	6246
YIL079C	IX	210923	212005	-	1083	3363	2831	2984	3521	3253	3930	3642	2975	2918	3115	3465	2261
YIR008C	IX	373077	374306	-	1230	2647	2429	2246	2630	2810	2907	3132	2502	2667	2858	3025	2459
YIL040W	IX	277723	278139	+	417	1735	1645	1572	1873	1628	1897	1806	1542	1564	2048	2158	1811
YIL129C	IX	106107	113237	-	7131	18507	19177	17634	15816	15965	16905	20529	15953	16570	17473	17142	17658
YIL100C-A	IX	177343	177681	-	339	0	0	0	3	0	0	0	0	0	0	0	0
YIL124W	IX	126204	127097	+	894	3368	3939	3291	4031	3817	3500	4485	3894	4342	3745	3711	4462
YIL042C	IX	275108	276292	-	1185	1146	1169	957	1026	899	952	1247	835	985	903	1097	961
YIL115C	IX	144327	148709	-	4383	12186	12138	11362	10468	10837	11539	11590	9047	9706	12830	12833	11077
YIL035C	IX	287790	288908	-	1119	8690	9076	7845	9722	9078	10467	10362	8599	9326	8363	8865	8280
YIL176C	IX	8793	9155	-	363	14	10	16	33	36	44	94	77	80	3	9	12
YIL006W	IX	344062	345183	+	1122	713	613	565	631	663	578	681	591	522	714	732	725
YIL048W	IX	261437	264892	+	3456	7547	7581	6976	7497	7206	7546	9313	6994	7598	7294	7023	6991
YIL066C	IX	238099	240708	-	2610	602	538	590	1212	950	1090	1732	1191	1319	354	385	475
YIR029W	IX	410807	411838	+	1032	216	160	142	1295	1404	1425	1243	920	879	127	186	123
YIR018C-A	IX	385564	385701	-	138	396	404	411	604	530	618	995	857	737	317	422	293
YIL094C	IX	186517	187632	-	1116	15409	17244	14716	16238	17854	17894	18902	15072	16968	14161	13916	15394
YIL103W	IX	171751	173028	+	1278	3255	2906	2750	4836	4490	5129	5075	4050	4320	3675	4197	2433
YIL155C	IX	51759	53708	-	1950	3735	3656	2992	2596	2563	2684	4240	3105	3158	2047	2083	2176
YIL152W	IX	56545	57252	+	708	869	882	699	1116	1099	1036	1664	1142	1287	588	711	675
YIL046W-A	IX	268309	268473	+	165	104	79	58	122	157	135	173	105	113	30	49	30
YIL002C	IX	350591	353431	-	2841	5004	4950	4467	6918	6679	6837	7883	6125	6507	3978	4046	4367
YIR030W-A	IX	412899	413282	+	384	1	2	2	24	16	15	29	11	20	0	1	1
YIL047C-A	IX	265099	265467	-	369	6	8	9	4	17	6	11	11	13	0	12	5
YIL156W	IX	48091	51306	+	3216	3514	3260	3226	3715	3460	3838	3950	3195	3428	2981	2957	3122
YIR012W	IX	378486	379781	+	1296	11866	12203	10819	10999	11029	11515	10807	9167	9687	13536	15477	10632
YIL112W	IX	151595	154846	+	3252	3670	3628	3318	3715	3659	4140	5484	3973	4245	3772	3213	3383
YIL025C	IX	308201	308575	-	375	35	35	44	40	58	39	241	219	234	8	12	6
YIL175W	IX	9183	9500	+	318	2	2	0	21	16	11	29	29	15	0	1	1
YIL100W	IX	177373	177726	+	354	9	8	4	10	7	8	24	19	27	1	1	2
YIR026C	IX	404873	405967	-	1095	4746	4889	4416	4415	4305	4631	4315	3997	4068	6285	6369	4067
YIR025W	IX	403659	404765	+	1107	566	462	426	559	467	530	802	589	508	418	405	383
YIR042C	IX	435273	435983	-	711	384	407	361	3713	3401	3696	3350	2783	2851	766	789	783
YIL075C	IX	217863	220700	-	2838	50028	51484	45120	39396	38279	41821	51263	40265	44036	36549	38238	40185
YIL068W-A	IX	233013	233396	+	384	1	5	9	2	2	9	13	7	9	4	4	3
YIL063C	IX	242761	243744	-	984	5991	6341	5679	6910	6166	7178	7473	5940	6046	5716	5247	6407
YIL018W	IX;IX	316768;317172	316771;317932	+;+	765	183070	205086	189935	183366	195750	191056	188204	174458	183948	213787	230415	193506
YIL027C	IX	303679	304104	-	426	2323	2445	2223	2418	2270	2384	2350	2131	2617	2302	2937	2206
YIL085C	IX	200490	202043	-	1554	4756	4714	3745	5373	5228	5567	6285	4737	5333	4313	4185	3724
snR68	IX	97111	97246	+	136	9977	10965	10229	423	404	413	8637	8439	8335	593	636	386
YIL008W	IX	342536	342835	+	300	5852	6436	5858	7868	7798	7699	7768	6420	6876	6307	6786	5934
YIL030W-A	IX	295565	295903	+	339	15	12	7	12	4	10	10	17	12	10	16	6
YIL076W	IX	216658	217548	+	891	7951	8352	7343	9269	8953	9287	9774	8040	8778	8497	8055	8568
YIR036W-A	IX	422635	423036	+	402	6	4	8	5	5	7	15	11	16	2	0	0
YIL029C	IX	300829	301257	-	429	515	487	478	1649	1526	1529	1668	1422	1402	412	476	504
YIR023W	IX	399777	402689	+	2913	2524	2495	2101	2258	2336	2589	2629	1997	2092	2996	2836	2188
tT(AGU)I1	IX	175031	175103	+	73	3	2	5	2	3	2	14	1	2	9	2	5
YIL053W	IX	255115	255867	+	753	108038	109932	99926	100798	95795	102680	117942	79572	88810	118878	134477	120488
YIL101C	IX	175307	177250	-	1944	447	405	398	1305	1333	1351	1865	1389	1397	178	245	296
YIL120W	IX	134417	136108	+	1692	1450	1481	1338	2220	2036	2248	3260	2854	2937	720	764	962
YIL174W	IX	9469	9696	+	228	6	2	10	16	20	13	31	29	24	0	3	5
YIL032C	IX	291961	292317	-	357	102	94	94	84	78	75	360	323	342	24	27	27
YIL142C-A	IX	83208	83540	-	333	0	0	0	1	0	0	9	7	6	0	0	0
YIL164C	IX	34087	34686	-	600	857	809	691	3679	3460	3651	4176	3087	3505	635	628	636
YIL096C	IX	182117	183127	-	1011	2452	2235	2059	2672	2704	2795	2228	2141	1909	3091	3602	1913
YIL160C	IX	40191	41444	-	1254	383	405	362	756	666	790	1863	1444	1553	246	226	172
YIL134C-A	IX	96522	96725	-	204	66	119	55	68	79	69	190	178	168	37	20	24
YIL062C	IX	243998	244462	-	465	9004	10315	9657	8330	7798	8610	11140	9066	9630	7632	8771	9853
YIL151C	IX	57338	60694	-	3357	5289	6012	4770	5357	5088	5185	5939	4825	5369	5209	4923	4666
YIL059C	IX	246550	246915	-	366	0	0	0	0	0	1	0	0	0	0	0	0
YIR030C	IX	412036	412770	-	735	235	250	236	731	618	717	638	528	545	144	151	149
YIL083C	IX	203556	204653	-	1098	3806	3573	3505	5007	4860	5363	6542	5561	5812	3064	3375	2827
YIL019W	IX	315093	316133	+	1041	3557	3401	3106	3588	3778	4025	3152	2793	2981	4520	5321	2938
YIL020C-A	IX	313713	314051	-	339	57	74	62	78	68	89	89	76	70	59	73	59
YIL099W	IX	178004	179653	+	1650	338	299	300	430	392	394	957	671	704	116	141	145
YIL093C	IX	187990	188784	-	795	3218	3337	3234	2107	1775	2084	3946	3102	3252	1838	2104	2300
YIR024C	IX	402841	403491	-	651	1395	1302	1233	1202	1051	1336	1417	994	933	958	1051	1154
YIL135C	IX	95065	96375	-	1311	1880	1920	1695	1792	1802	1956	2494	1947	1970	1895	1825	1769
YIL020C	IX	314035	314820	-	786	3022	3201	2716	3401	3582	3604	3393	2749	2788	3445	3827	3280
YIL023C	IX	309386	310426	-	1041	2745	2864	2558	4121	3815	4080	5727	4653	4605	2720	2866	2503
YIL177W-A	IX	846	1328	+	483	0	0	0	0	0	0	0	0	0	0	0	0
YIL037C	IX	283029	284999	-	1971	339	371	383	2049	2134	2054	2684	2195	2284	303	364	276
YIL142W	IX	83302	84885	+	1584	18909	19395	17383	15578	16092	16791	18325	14399	15621	18329	20542	16132
YIR041W	IX	433929	434303	+	375	9	24	14	61	33	39	181	134	84	10	7	20
YIL034C	IX	289226	290089	-	864	7037	7423	6568	5958	5816	6072	7863	6132	6508	6003	6142	6541
YIL073C	IX;IX	222937;225900	225809;225954	-;-	2928	1197	1322	1098	5186	4512	4905	6127	4973	5463	1143	1043	955
YIL091C	IX	191030	193195	-	2166	5232	4215	4322	4492	4728	5641	3978	2990	2856	5547	6620	3494
YIL078W	IX	212499	214703	+	2205	97518	101308	93220	80611	82602	85300	88240	72612	77865	101328	102652	92196
YIL052C	IX;IX	256226;257027	256554;257063	-;-	366	163053	181355	164943	168166	164239	183815	166742	162995	153981	206666	203851	198276
YIR017C	IX	383556	384119	-	564	0	0	0	0	0	0	0	0	0	0	0	0
YIL125W	IX	122689	125733	+	3045	24147	22991	20806	23772	23536	24357	27000	21505	22926	18266	18607	19077
YIL154C	IX	53981	55021	-	1041	5232	4952	4349	3976	4081	4141	6217	4758	4949	2957	3524	4125
PWR1	IX	395999	396939	+	941	0	0	0	0	0	0	0	0	0	0	0	0
YIL138C	IX	89230	89715	-	486	8221	8887	7610	12606	11564	12926	12883	9898	11029	8545	7010	8315
YIL130W	IX	102782	105676	+	2895	3610	3176	2949	3322	3253	3696	3644	2672	3027	4827	4704	3953
YIL071W-A	IX	228550	229026	+	477	80	91	65	320	297	240	264	225	222	100	71	84
YIL043C	IX	274072	274926	-	855	14989	16633	13607	14936	14991	16080	15829	13338	14558	14535	15127	13874
YIR013C	IX	380019	380384	-	366	56	112	67	127	163	139	332	403	357	53	33	32
YIL055C	IX	252042	253925	-	1884	763	826	780	865	785	820	1570	1040	987	418	321	485
YIL014C-A	IX	325212	325526	-	315	226	231	121	484	622	560	313	289	354	190	144	218
YIL049W	IX	260158	260919	+	762	1667	1766	1537	1424	1630	1451	3035	2702	2449	1119	1164	1010
YIL162W	IX	37385	38983	+	1599	4012	4285	3810	4255	3708	4378	5418	4241	4224	3545	3485	3854
YIL104C	IX	169982	171505	-	1524	1842	1254	1241	1504	1505	1642	1316	871	915	1810	2159	1232
YIL077C	IX	214991	215953	-	963	2637	2677	2420	3479	3242	3492	3618	2998	3441	2487	2184	2481
YIR032C	IX	415030	415617	-	588	666	740	563	570	384	556	1750	1663	1435	96	100	116
YIL007C	IX	342994	343656	-	663	1208	1312	1254	1455	1288	1618	1962	1617	1532	787	836	938
YIL021W	IX	312905	313861	+	957	2218	2254	1935	2047	2014	2179	2092	1570	1913	2089	2227	2033
YIR020C	IX	394255	394557	-	303	0	0	0	0	0	0	0	0	0	0	0	0
YIL038C	IX	280142	282652	-	2511	7026	6571	6151	6316	6149	6472	5999	4862	4982	8225	8610	6823
YIR011C	IX	377287	378246	-	960	2124	1938	1970	1924	1938	2045	2438	1893	2046	2087	2201	1728
YIL046W	IX	268651	270573	+	1923	2445	2152	1844	2482	2320	2675	3065	2054	2124	1780	2008	1453
YIL157C	IX	46949	47542	-	594	1547	1616	1543	1556	1351	1460	1832	1439	1366	1205	1494	1621
YIL171W-A	IX	18260	18712	+	453	17	25	14	29	22	39	68	61	57	17	16	12
YIL121W	IX	132244	133872	+	1629	13463	13683	12715	8786	9146	9162	16563	13821	15024	12473	11323	10282
YIL170W	IX	19847	21220	+	1374	361	374	307	1701	1359	1651	2550	1852	1842	227	207	203
YIR038C	IX	423809	424513	-	705	2593	2804	2521	3651	3299	3649	3965	3072	3094	2132	2343	3274
YIR027C	IX	406260	407642	-	1383	158	123	129	629	523	659	811	575	580	59	45	66
YIL088C	IX	197931	199403	-	1473	7013	7811	7014	9369	8396	8704	9653	7845	8089	6361	7019	7860
YIR028W	IX	408468	410375	+	1908	223	228	221	1779	1643	1791	2055	1571	1710	117	163	140
YIL001W	IX	353940	355481	+	1542	1684	1692	1519	1318	1372	1510	1950	1619	1662	1366	1674	1137
tK(CUU)I	IX	300228	300300	-	73	0	0	0	0	0	0	0	0	0	0	0	0
YIL173W	IX	11492	16141	+	4650	3988	4152	3614	11964	11216	12168	12124	8843	9713	4234	4393	4262
tE(UUC)I	IX	370417	370488	+	72	0	1	4	1	0	0	3	2	2	4	15	0
YIL177C	IX;IX	483;4987	4598;6147	-;-	5277	5028	5130	4517	10684	10581	11462	11039	8295	8746	2921	2526	2399
YIL054W	IX	254543	254860	+	318	81	67	55	95	74	63	142	156	162	33	52	19
YIL148W	IX;IX	68708;69150	68715;69528	+;+	387	88026	94366	83524	87827	88310	89744	84492	73003	84715	97920	91254	84330
YIR017W-A	IX	383566	384165	+	600	16	26	21	5	5	6	66	61	78	6	3	2
YIL145C	IX	76354	77283	-	930	5251	5342	4538	9976	10289	10793	10158	7955	8787	5487	6433	4986
YIR006C	IX	365466	369908	-	4443	14542	13548	12074	11870	12643	14151	16052	10869	12289	15308	14618	13903
YIL013C	IX	328207	332442	-	4236	2586	2588	2056	3724	3516	3766	6362	4781	5224	1746	1685	1792
YIL114C	IX	149143	149988	-	846	2966	3458	3001	5333	5025	5369	7994	6776	7046	3781	4440	3635
YIR035C	IX	421026	421790	-	765	8357	7744	7308	9300	9140	10159	11279	9032	9485	3055	3835	3539
YIR007W	IX	370704	372998	+	2295	2222	1977	1948	3089	2807	3140	3661	2528	2846	1035	1215	1568
YIL113W	IX	150559	151188	+	630	1165	1397	1153	1780	1617	1796	4651	4020	4366	861	556	981
YIL036W	IX	285666	287429	+	1764	5328	5614	5209	4724	4664	4679	6014	4798	5566	4888	4399	4794
YIR010W	IX	375431	377161	+	1731	2186	2184	1999	1906	2107	2001	2194	1760	1826	2631	2536	2394
YIL033C	IX	290419	291669	-	1251	11550	11716	10225	10339	10019	10596	12921	9671	11260	9619	9789	10499
YIR009W	IX	374525	374860	+	336	795	891	697	2215	2088	2291	2369	2131	2069	880	987	875
YIL041W	IX	276525	277505	+	981	13789	14767	13119	12757	13129	13535	13868	11556	12023	13887	15038	13979
YIL087C	IX	199646	200119	-	474	1161	1276	1119	1601	1650	1751	3140	2662	2791	660	628	878
ICR1	IX	393884	397082	-	3199	559	508	527	2606	2434	2602	2124	1431	1555	668	617	581
YIR036C	IX	422074	422865	-	792	1903	1854	1755	2408	2259	2392	2836	2376	2471	1343	1713	1639
YIL122W	IX	130610	131665	+	1056	891	778	736	600	695	721	680	543	524	896	893	803
tI(AAU)I2	IX	210665	210738	+	74	6	2	3	0	2	0	0	0	1	0	0	1
YIL021C-A	IX	313199	313468	-	270	0	0	0	0	0	0	0	0	0	0	0	0
YIL090W	IX	193595	195070	+	1476	5155	5177	4407	9351	9407	9465	8645	7364	7804	5642	6374	4458
YIL012W	IX	333011	333352	+	342	136	112	95	97	128	103	449	341	351	31	26	16
YIL024C	IX	308602	309171	-	570	553	623	446	717	717	782	1497	1281	1502	404	304	391
YIL111W	IX	155311	155765	+	455	2921	3137	2718	4196	3610	3699	6326	5536	6204	1854	1420	2232
YIL095W	IX	183937	186369	+	2433	3415	3486	3137	3095	3073	3448	4166	3185	3429	2994	2672	2910
YIL029W-A	IX	299735	300106	+	372	0	2	1	0	0	0	1	2	3	0	0	0
YIL089W	IX	195599	196216	+	618	585	572	511	1521	1447	1709	2036	1539	1891	286	296	293
YIL166C	IX	30938	32566	-	1629	913	877	853	3151	2737	2965	4257	3561	3607	599	654	625
YIL060W	IX	246392	246826	+	435	88	80	69	81	64	97	175	152	165	53	58	59
tI(AAU)I1	IX	183440	183513	-	74	0	4	0	2	0	0	2	4	0	0	0	1
YIL009C-A	IX;IX	335666;335937	335935;336212	-;-	546	1394	1297	1237	4976	4751	4957	4615	4037	4100	1168	1291	1281
YIL061C	IX	244657	245559	-	903	862	831	716	1279	1335	1581	1652	1214	1374	795	900	690
YIR040C	IX	433389	433721	-	333	20	21	14	95	75	105	239	147	164	29	20	28
YIL102C	IX	174582	174887	-	306	178	228	227	160	157	157	417	334	295	138	167	123
YIL069C	IX;IX	231553;232367	231957;232369	-;-	408	66164	68194	59985	68133	69795	73559	68995	60168	64777	82295	85715	71361
YIR016W	IX	382628	383425	+	798	1343	1293	1312	1593	1617	1566	2163	1853	1799	988	1096	1176
YIR021W	IX	397294	398385	+	1092	587	561	493	607	555	636	753	606	622	518	648	443
YIL172C	IX	16784	18553	-	1770	195	164	171	505	457	534	700	644	714	149	132	117
YIL072W	IX	226602	228419	+	1818	452	537	521	1788	1818	1866	2241	1818	1950	303	298	352
YIL058W	IX	246914	247198	+	285	246	182	166	652	687	788	756	585	685	142	189	99
YIL047C	IX	265115	267823	-	2709	12583	12069	11140	11847	12870	13299	12945	10587	11111	9985	11831	7857
YIL015W	IX	322342	324105	+	1764	9940	9019	9322	9647	8248	9855	6252	4796	4495	12243	12395	9970
YIR005W	IX	364889	365335	+	447	607	658	649	1121	946	1133	1092	928	964	499	525	470
YIL116W	IX	142928	144085	+	1158	5478	5820	5155	12138	12113	11965	13671	10604	11219	5124	5257	6675
YIL003W	IX	349122	350003	+	882	2302	2344	1938	4339	4141	4512	5833	4757	5342	2175	2360	1788
YIL082W-A	IX	205635	210132	+	4498	2659	2226	1955	5569	4960	5534	6167	4534	4892	1313	1338	1418
YCR031C	III;III	177500;178214	177906;178220	-;-	414	101377	111237	96776	104743	110736	110237	98356	89025	96726	123932	125153	108569
YCL011C	III	102075	103358	-	1284	21459	20776	18727	30175	31528	32362	30092	26048	26719	18168	20591	18077
YCL040W	III	50838	52340	+	1503	30814	35294	28713	23767	23121	22378	45350	38580	48012	15745	12322	20772
YCR052W	III	214994	216445	+	1452	3052	2817	2906	2916	3433	3384	3626	2762	2682	3154	3441	2858
YCR100C	III	301271	302221	-	951	550	530	469	2303	2333	2485	2369	1988	2164	607	594	479
YCR107W	III	313890	314981	+	1092	1087	1106	1021	4348	4217	4413	4528	3664	3643	932	791	708
YCL002C	III;III	110808;111634	111557;111675	-;-	792	2821	2532	2460	5351	5393	5271	5108	4267	4735	3071	3300	2694
YCL024W	III	79162	82275	+	3114	1488	1440	1488	1551	1544	1878	1614	1133	1272	2105	1852	1949
YCR060W	III	224399	224734	+	336	3128	3237	2863	2938	2869	2905	4357	3576	4050	2090	2442	2359
YCR071C	III	240103	240543	-	441	2050	2264	1845	2070	1712	2121	2110	1606	1435	1885	2006	2373
YCR007C	III	126011	126730	-	720	1664	1437	1497	2435	2092	2731	3750	2804	2898	436	611	634
YCL012C	III;III	101317;101701	101633;101788	-;-	405	1307	1441	1303	1540	1523	1567	1476	1372	1419	1170	1066	1246
YCR081C-A	III	258415	258651	-	237	0	0	0	0	0	0	0	0	0	0	0	0
YCR036W	III	193297	194298	+	1002	4532	5154	4308	7851	7310	7625	9042	7234	7449	3622	3908	4602
YCR063W	III	228318	228791	+	474	221	209	178	572	508	543	504	461	544	239	285	232
YCL042W	III	50584	50943	+	360	23	25	23	65	64	77	68	42	59	28	23	23
YCR097W-A	III	294439	294705	+	267	18	24	22	23	24	9	33	46	64	12	12	20
YCR025C	III	163446	163856	-	411	127	143	126	427	373	496	670	574	539	98	127	105
tK(CUU)C	III	151284	151356	-	73	0	0	0	0	0	0	0	0	1	0	0	0
YCR069W	III	239055	240011	+	957	4147	4298	3957	4247	4472	4610	5438	4599	4732	2945	3498	3698
YCR041W	III	200911	201243	+	333	238	252	235	28	21	38	259	254	229	21	31	24
YCR102W-A	III	306735	306932	+	198	35	35	22	155	95	135	173	138	139	32	22	24
YCR020C-A	III	154830	155096	-	267	1454	1421	1295	2810	2571	2892	3200	2981	2994	1427	1514	1297
YCL075W	III	2126	2566	+	441	1	0	0	45	4	22	1	3	3	0	0	0
YCR092C	III	276764	279820	-	3057	2823	2524	2468	3733	3887	4003	4579	3647	3661	2860	2813	2657
YCR005C	III	120946	122328	-	1383	23863	20520	21585	17691	19978	24836	25370	12842	10564	8721	11611	9516
YCR038W-A	III	199293	199418	+	126	0	0	0	0	0	0	0	0	0	0	0	0
YCL034W	III	61658	62722	+	1065	5007	4980	4435	4896	4747	4767	5658	4908	5116	4110	4577	4146
YCL026C-B	III	73405	73986	-	582	492	586	538	322	373	434	808	481	646	290	366	425
YCR020W-B	III	155320	155556	+	237	626	575	620	6188	5463	6203	6135	6016	5575	782	740	565
YCR094W	III	286762	287937	+	1176	3863	3923	3696	4597	4286	4910	5159	3918	4277	3354	3514	3436
YCL028W	III	70150	71367	+	1218	12925	12252	11236	10804	11327	11547	11980	9037	9921	10452	11938	11231
YCL029C	III	68599	69921	-	1323	2796	2711	2631	2349	2297	2551	3353	2754	2849	2440	2804	2055
YCL074W	III	2824	3750	+	927	0	0	0	129	5	73	20	0	4	0	0	2
tQ(UUG)C	III	168301	168372	-	72	8	5	7	4	2	5	11	4	0	6	7	0
YCR086W	III	263392	263964	+	573	827	718	711	846	686	786	1011	713	895	586	816	625
YCR006C	III	122530	123003	-	474	499	415	448	622	787	789	667	573	665	360	549	363
YCR083W	III	259578	259961	+	384	2251	2418	2133	2520	2305	2633	2606	2521	2505	1774	2190	1937
YCL039W	III	52645	54882	+	2238	1199	1201	1068	1325	1296	1157	1887	1419	1533	1058	921	928
YCL037C	III	57374	58678	-	1305	6497	7039	5789	7592	8415	8377	8000	6066	6442	12155	11176	6927
tE(UUC)C	III	82462	82533	-	72	6	17	17	7	5	4	23	14	14	4	14	9
YCL004W	III	109105	110670	+	1566	1451	1477	1318	4603	4466	4937	4671	3601	3987	1492	1453	1401
YCL076W	III	1392	2135	+	744	0	0	0	8	6	0	4	0	0	0	2	0
YCR011C	III	133724	136873	-	3150	16823	17939	15940	17502	16451	17340	23496	18531	19588	12262	12922	14523
YCL054W-A	III	30910	30996	+	87	785	697	661	2801	2973	2980	1909	1760	1905	2046	2213	1957
YCR020C	III	154012	154659	-	648	392	429	310	2534	2391	2679	4221	3572	3764	267	254	256
YCL065W	III	13751	14119	+	369	60	54	45	16	22	23	66	90	60	27	20	29
YCL057W	III	24768	26906	+	2139	13476	14507	12793	12448	12553	12751	16364	12894	13385	11206	10815	12285
YCL069W	III	9706	11082	+	1377	46	35	49	338	316	311	298	282	308	38	33	49
YCR045W-A	III	208751	209101	+	351	0	0	0	0	0	0	0	0	0	0	0	0
YCL048W	III	42165	43556	+	1392	96	96	114	273	209	274	522	410	492	40	38	72
YCR002C	III	117380	118348	-	969	6212	6403	5595	5588	5406	6202	6693	5253	5894	5734	6106	5825
YCR035C	III	191834	193018	-	1185	4690	4161	4121	4142	4192	4553	4218	3094	2989	4644	5210	3707
YCR066W	III	231500	232963	+	1464	1262	1228	1317	1586	1486	1676	1662	1375	1390	1003	1133	1210
YCR032W	III	179520	186023	+	6504	7918	8085	7359	9231	8869	9460	12464	9483	9878	6358	6432	6457
YCL059C	III	22429	23379	-	951	11706	10976	10917	10228	10447	11125	9801	8872	9368	14691	14443	10616
YCR079W	III	252845	254173	+	1329	2700	2611	2371	2176	2125	2184	3152	2404	2495	2021	2139	2043
YCR021C	III	156109	157107	-	999	73405	73961	62233	33588	39726	46694	57850	76635	90455	7151	9880	9430
YCL026C-A	III	74704	75285	-	582	177	156	145	292	233	318	936	882	750	44	79	53
YCL046W	III	46640	46963	+	324	66	56	76	70	82	78	109	82	61	68	111	66
YCR104W	III	307801	308175	+	375	24	22	36	201	173	181	262	168	183	22	34	16
YCL001W	III	111916	112482	+	567	7826	7708	6832	7154	6862	7465	7016	5867	6440	7255	7698	7544
YCR054C	III	218376	220067	-	1692	1855	1520	1387	1408	1358	1700	1278	832	867	1522	1724	1019
YCR046C	III	209914	210423	-	510	2013	2147	1858	2205	2170	2126	2783	2248	2209	1838	2211	2092
YCR064C	III	228095	228505	-	411	57	73	76	8	8	12	67	83	82	8	5	9
YCL001W-B	III	113770	114024	+	255	167	171	164	402	343	381	693	569	602	121	91	82
YCR017C	III	144773	147634	-	2862	20116	21055	19264	20352	20150	21203	24807	19342	21167	18308	18687	17355
YCR097W	III;III;III	293835;293994;294292	293939;294239;294321	+;+;+	381	5490	6067	5754	5603	5381	5644	6818	5893	6309	5279	4822	5384
YCL041C	III	50133	50627	-	495	125	112	111	136	133	149	292	266	258	50	54	51
YCR043C	III	206261	206644	-	384	3082	3243	2669	4062	3736	3994	3921	3403	3407	3860	3797	3380
YCR095W-A	III	289639	289797	+	159	240	275	226	2556	2337	2288	2138	1749	2015	232	303	228
